firstname,lastname,city,year,ethnicity
Murray,Day,Newman,2016,white
Laroy,McDonald,Newman,2016,white
Nick,Candea,Newman,2018,hispanic
Casey,Graham,Newman,2018,white
Laroy,McDonald,Newman,2020,white
John,Pimentel,Newman,2020,hispanic
Mike,Henn,NEWPORT BEACH,2010,white
Rush,Hill,NEWPORT BEACH,2010,white
Leslie,Daigle,NEWPORT BEACH,2010,white
Nancy,Gardner,NEWPORT BEACH,2010,white
Anthony,Petros,Newport Beach,2012,hispanic
Edward,Selich,Newport Beach,2012,white
Keith,Curry,Newport Beach,2012,white
Diane,Dixon,Newport Beach,2014,white
Duffy,Duffield,Newport Beach,2014,white
Kevin,Muldoon,Newport Beach,2014,white
Scott,Peotter,Newport Beach,2014,white
Brad,Avery,Newport Beach,2016,white
Jeff,Herdman,Newport Beach,2016,white
Will,O'Neill,Newport Beach,2016,white
Diane,Dixon,Newport Beach,2018,white
Marshall,Duffield,Newport Beach,2018,white
Kevin,Muldoon,Newport Beach,2018,white
Joy,Brenner,Newport Beach,2018,white
Noah,Blom,Newport Beach,2020,white
Brad,Avery,Newport Beach,2020,white
Will,O'Neill,Newport Beach,2020,white
Joe,Stapleton,Newport Beach,2022,white
Erik,Weigand,Newport Beach,2022,white
Robyn,Grant,Newport Beach,2022,white
Lauren,Kleiman,Newport Beach,2022,white
Kathy,Azevedo,Norco,2011,white
Berwin,Hanna,Norco,2011,white
Herb,Higgins,Norco,2011,white
Kevin,Bash,Norco,2013,white
Greg,Newton,Norco,2013,white
Ted,Hoffman,Norco,2015,white
Robin,Grundmeyer,Norco,2015,white
Berwin,Hanna,Norco,2015,white
Kevin,Bash,Norco,2018,white
Greg,Newton,Norco,2018,white
Katherine,Aleman,Norco,2020,white
Robin,Grundmeyer,Norco,2020,white
Ted,Hoffman,Norco,2020,white
Kevin,Bash,Norco,2022,white
Greg,Newton,Norco,2022,white
Marcel,Rodarte,Norwalk,2011,hispanic
Luigi,Vernola,Norwalk,2011,white
Leonard,Shryrock,Norwalk,2011,white
Michael,Mendez,Norwalk,2013,hispanic
Cheri,Kelley,Norwalk,2013,white
Tony,Ayala,Norwalk,2017,hispanic
Jennifer,Perez,Norwalk,2017,hispanic
Margarita,Rios,Norwalk,2017,hispanic
Rick,Ramirez,Norwalk,2020,hispanic
Ana,Valencia,Norwalk,2020,hispanic
Margarita,Rios,Norwalk,2020,hispanic
Jennifer,Perez,Norwalk,2022,hispanic
Tony,Ayala,Norwalk,2022,hispanic
Eric,Lucan,Novato,2011,white
Jeanne,MacLeamy,Novato,2011,white
Madeline,Kellner,Novato,2011,white
Pat,Eklund,Novato,2013,white
Denise,Athas,Novato,2013,white
Josh,Fryday,Novato,2015,white
Pam,Drew,Novato,2015,white
Eric,Lucan,Novato,2015,white
Denise,Athas,Novato,2017,white
Pat,Eklund,Novato,2017,white
Susan,Wernick,Novato,2019,white
Eric,Lucan,Novato,2019,white
Amy,Peele,Novato,2019,white
Rachel,Farac,Novato,2022,white
Pat,Eklund,Novato,2022,white
Michael,Brennan,OAKDALE,2010,white
Jason,Howard,OAKDALE,2010,white
Donald,Petersen,Oakdale,2012,white
Farrell,Jackson,Oakdale,2012,white
Tom,Dunlop,Oakdale,2012,white
Cherilyn,Bairos,Oakdale,2014,hispanic
J.R.,McCarty,Oakdale,2014,white
Cherilyn,Bairos,Oakdale,2018,hispanic
Christopher,Smith,Oakdale,2018,black
Ericka,Chiara,Oakdale,2020,white
Frederick,Smith,Oakdale,2020,black
Bob,Amaral,Oakdale,2022,white
Kayleigh,Gilbert,Oakdale,2022,white
Christopher,Smith,Oakdale,2022,black
Dan,Kalb,Oakland,2012,white
Sean,Sullivan,Oakland,2012,black
Noel,Gallo,Oakland,2012,white
Larry,Reid,Oakland,2012,black
Rebecca,Kaplan,Oakland,2012,white
Abel,Guillen,Oakland,2014,hispanic
Annie,Washington,Oakland,2014,black
Desley,Brooks,Oakland,2014,black
Dan,Kalb,Oakland,2016,white
Lynette,McElhaney,Oakland,2016,white
Noel,Gallo,Oakland,2016,white
Larry,Reid,Oakland,2016,black
Nikki,Bas,Oakland,2018,white
Sheng,Thao,Oakland,2018,asian
Loren,Taylor,Oakland,2018,white
Carroll,Fife,Oakland,2020,white
Treva,Reid,Oakland,2020,black
Rebecca,Kaplan,Oakland,2020,white
Dan,Kalb,Oakland,2020,white
Noel,Gallo,Oakland,2020,white
Nikki,Bas,Oakland,2022,white
Janani,Ramachandran,Oakland,2022,asian
Kevin,Jenkins,Oakland,2022,white
Yakpasua,Zazaboi,Oakland,2022,black
Patricia,Kernighan,OAKLAND - RCV,2010,white
Libby,Schaaf,OAKLAND - RCV,2010,white
Desley,Brooks,OAKLAND - RCV,2010,black
Rebecca,Kaplan,Oakland-At Large,2016,white
Randy,Pope,OAKLEY,2010,white
Carol,Rios,OAKLEY,2010,hispanic
Doug,Hardcastle,Oakley,2012,white
Diane,Burgis,Oakley,2012,white
Kevin,Romick,Oakley,2012,white
Randy,Pope,Oakley,2014,white
Sue,Higgins,Oakley,2014,white
Doug,Hardcastle,Oakley,2016,white
Kevin,Romick,Oakley,2016,white
Claire,Alaura,Oakley,2016,hispanic
Sue,Higgins,Oakley,2018,white
Randy,Pope,Oakley,2018,white
George,Fuller,Oakley,2020,white
Aaron,Meadows,Oakley,2020,white
Anissa,Williams,Oakley,2020,black
Hugh,Henderson,Oakley,2022,white
Shannon,Shaw,Oakley,2022,white
Charles,Lowery,OCEANSIDE,2010,white
Gary,Felien,OCEANSIDE,2010,white
Jerome,Kern,OCEANSIDE,2010,white
Esther,Sanchez,Oceanside,2012,hispanic
Jack,Feller,Oceanside,2012,white
Chuck,Lowery,Oceanside,2014,white
Jerome,Kern,Oceanside,2014,white
Esther,Sanchez,Oceanside,2016,hispanic
Jack,Feller,Oceanside,2016,white
Esther,Sanchez,Oceanside,2018,hispanic
Chris,Rodriguez,Oceanside,2018,hispanic
Peter,Weiss,Oceanside,2020,white
Ryan,Keim,Oceanside,2020,white
Eric,Joyce,Oceanside,2022,white
Richard,Robinson,Oceanside,2022,black
Paul,Blatz,OJAI,2010,white
Carol,Smith,OJAI,2010,black
Carlon,Strobel,OJAI,2010,white
Severo,Lara,Ojai,2012,hispanic
Betsy,Clapp,Ojai,2012,white
Paul,Blatz,Ojai,2014,white
William,Weirnick,Ojai,2014,white
Randy,Haney,Ojai,2014,white
Suza,Francina,Ojai,2016,hispanic
Ryan,Blatz,Ojai,2018,white
Randy,Haney,Ojai,2018,white
William,Weirick,Ojai,2018,white
Suza,Francina,Ojai,2020,hispanic
Leslie,Rule,Ojai,2022,white
Rachel,Lang,Ojai,2022,white
Andrew,Whitman,Ojai,2022,white
Jim,Bowman,ONTARIO,2010,white
Alan,Wapner,ONTARIO,2010,white
Debra,Porada,Ontario,2012,hispanic
Paul,Avila,Ontario,2012,hispanic
Alan,Wapner,Ontario,2014,white
Jim,Bowman,Ontario,2014,white
Ruben,Valencia,Ontario,2016,hispanic
Debra,Porada,Ontario,2016,hispanic
Jim,Bowman,Ontario,2018,white
Alan,Wapner,Ontario,2018,white
Debra,Porada,Ontario,2020,hispanic
Ruben,Valencia,Ontario,2020,hispanic
Alan,Wapner,Ontario,2022,white
Jim,Bowman,Ontario,2022,white
Denis,Bilodeau,ORANGE,2010,white
Fred,Whitaker,ORANGE,2010,white
Mark,Murphy,Orange,2012,white
Mike,Alvarez,Orange,2012,hispanic
Fred,Whitaker,Orange,2014,white
Kimberlee,Nichols,Orange,2014,white
Chip,Monaco,Orange,2018,white
Kimberlee,Nichols,Orange,2018,white
Arianna,Barrios,Orange,2020,hispanic
Jon,Dumitru,Orange,2020,white
Michael,Alvarez,Orange,2020,hispanic
Ana,Gutierrez,Orange,2020,hispanic
Arianna,Barrios,Orange,2022,hispanic
Kathy,Tavoularis,Orange,2022,white
Denis,Bilodeau,Orange,2022,white
John,Gyllenhammer,Orange,2022,white
Glenda,Hill,ORANGE COVE,2010,white
Frank,Martinez,ORANGE COVE,2010,hispanic
Victor,Lopez,Orange Cove,2012,hispanic
Diana,Silva,Orange Cove,2012,hispanic
Bertha,Del Bosque,Orange Cove,2012,hispanic
Ralph,Pardo,Orange Cove,2012,hispanic
Gilbert,Garcia,Orange Cove,2014,hispanic
Minerva,Pineda,Orange Cove,2014,hispanic
Eperanza,Rodriguez,Orange Cove,2018,hispanic
Roy,Rodriquez,Orange Cove,2018,hispanic
Gilbert,Garcia,Orange Cove,2022,hispanic
Esperanza,Rodriguez,Orange Cove,2022,hispanic
Dean,Orr,ORINDA,2010,white
Sue,Severson,ORINDA,2010,white
Amy,Worth,ORINDA,2010,white
Steve,Glazer,Orinda,2012,white
Victoria,Smith,Orinda,2012,black
Eve,Phillips,Orinda,2014,white
Amy,Worth,Orinda,2014,white
Dean,Orr,Orinda,2014,white
Inga,Miller,Orinda,2016,white
Darlene,Gee,Orinda,2016,white
Dennis,Fay,Orinda,2018,white
Nick,Kosla,Orinda,2018,white
Amy,Worth,Orinda,2018,white
Darlene,Gee,Orinda,2020,white
Inga,Miller,Orinda,2020,white
Latika,Malkani,Orinda,2022,asian
Brandyn,Iverson,Orinda,2022,white
Janet,Riley,Orinda,2022,white
Charles,Gee,ORLAND,2010,white
Dennis,Hoffman,ORLAND,2010,white
Salina,Edwards,Orland,2012,white
Bruce,Roundy,Orland,2012,white
James,Paschall Jr.,Orland,2012,white
Bruce,Roundy,Orland,2016,white
James,Paschall,Orland,2016,white
Salina,Edwards,Orland,2016,white
Dennis,Hoffman,Orland,2018,white
William,Irvin,Orland,2018,white
Chris,Dobbs,Orland,2020,white
Jeffrey,Tolley,Orland,2020,white
Bruce,Roundy,Orland,2020,white
John,McDermott,Orland,2022,white
Mathew,Romano,Orland,2022,white
Gordon,Andoe,OROVILLE,2010,black
Jack,Berry,OROVILLE,2010,white
Barbara,Bunker,OROVILLE,2010,white
David,Pittman,Oroville,2012,white
Allen,Simpson,Oroville,2012,white
Thil,Chan-Wilcox,Oroville,2012,white
Art,Hatley,Oroville,2014,white
Jack,Berry,Oroville,2014,white
Marlene,Del Rosario,Oroville,2014,hispanic
Linda,Draper,Oroville,2016,white
Janet,Goodson,Oroville,2016,white
Scott,Thomson,Oroville,2016,white
Art,Hatley,Oroville,2018,white
David,Pittman,Oroville,2018,white
Eric,Smith,Oroville,2018,black
Krysi,Riggs,Oroville,2020,white
Janet,Goodson,Oroville,2020,white
Scott,Thomson,Oroville,2020,white
Tracy,Johnstone,Oroville,2022,white
Shawn,Webber,Oroville,2022,white
Tim,Flynn,OXNARD,2010,white
Carmen,Ramirez,OXNARD,2010,hispanic
Dorina,Padilla,Oxnard,2012,hispanic
Bryan,MacDonald,Oxnard,2012,white
Bert,Perello,Oxnard,2013,white
Carmen,Ramirez,Oxnard,2014,hispanic
Bert,Perello,Oxnard,2014,white
Bryan,Macdonald,Oxnard,2016,white
Oscar,Madrigal,Oxnard,2016,hispanic
Bert,Perello,Oxnard,2018,white
Carmen,Ramirez,Oxnard,2018,hispanic
Gabriela,Basua,Oxnard,2018,asian
Vianey,Lopez,Oxnard,2018,hispanic
Oscar,Madrigal,Oxnard,2020,hispanic
Bryan,Macdonald,Oxnard,2020,white
Vianey,Lopez,Oxnard,2020,hispanic
Gabriel,Teran,Oxnard,2021,hispanic
Bert,Perello,Oxnard,2022,white
Gabriel,Teran,Oxnard,2022,hispanic
Gabriela,Basua,Oxnard,2022,asian
Arthur,"Valenzuela, Jr.",Oxnard,2023,hispanic
Alan,Cohen,PACIFIC GROVE,2010,white
Ken,Cuneo,PACIFIC GROVE,2010,white
Rudy,Fischer,PACIFIC GROVE,2010,white
Robert,Huitt,PACIFIC GROVE,2010,white
Daniel,Miller,PACIFIC GROVE,2010,white
Casey,Lucius,Pacific Grove,2012,white
Robert,Huitt,Pacific Grove,2012,white
Dan,Miller,Pacific Grove,2012,white
Ken,Cuneo,Pacific Grove,2014,white
Bill,Peake,Pacific Grove,2014,white
Rudy,Fischer,Pacific Grove,2014,white
Cynthia,Garfield,Pacific Grove,2016,white
Robert,Huitt,Pacific Grove,2016,white
Nick,Smith,Pacific Grove,2016,black
Joe,Amelio,Pacific Grove,2018,black
Jenny,McAdams,Pacific Grove,2018,white
Amy,Tomlinson,Pacific Grove,2018,white
Luke,Coletti,Pacific Grove,2020,white
Chaps,Poduri,Pacific Grove,2020,asian
Nick,Smith,Pacific Grove,2020,black
Joe,Amelio,Pacific Grove,2022,black
Lori,McDonnell,Pacific Grove,2022,white
Debby,Beck,Pacific Grove,2022,white
Sue,Digre,PACIFICA,2010,white
Len,Stone,PACIFICA,2010,black
Jim,Vreeland,PACIFICA,2010,white
Karen,Ervin,Pacifica,2012,white
Mary,Nihart,Pacifica,2012,white
Mike,O'Neill,Pacifica,2012,white
Sue,Digre,Pacifica,2014,white
Michael,O'Neill,Pacifica,2014,white
John,Keener,Pacifica,2014,white
Sue,Vaterlaus,Pacifica,2016,white
Deirdre,Martin,Pacifica,2016,white
Sue,Beckmeyer,Pacifica,2018,white
Mary,Bier,Pacifica,2018,white
Mike,O'Niell,Pacifica,2018,white
Tygarjas,Bigstyck,Pacifica,2020,white
Sue,Vaterlaus,Pacifica,2020,white
Mary,Bier,Pacifica,2022,white
Sue,Beckmeyer,Pacifica,2022,white
Jean,Benson,PALM DESERT,2010,white
Jan,Harnik,PALM DESERT,2010,white
Van,Tanner,Palm Desert,2012,white
Bill,Kroonen,Palm Desert,2012,white
Bob,Spiegel,Palm Desert,2012,white
Jan,Harnik,Palm Desert,2014,white
Sabby,Jonathan,Palm Desert,2014,asian
Gina,Nestande,Palm Desert,2016,white
Kathleen,Kelly,Palm Desert,2016,white
Susan,Weber,Palm Desert,2016,white
Jan,Harnik,Palm Desert,2018,white
Sabby,Jonathan,Palm Desert,2018,asian
Karina,Quintanilla,Palm Desert,2020,hispanic
Kathleen,Kelly,Palm Desert,2020,white
Gina,Nestande,Palm Desert,2020,white
Jan,Harnik,Palm Desert,2022,white
Evan,Trubee,Palm Desert,2022,white
Paul,Lewin,Palm Springs,2011,white
Rick,Hutcheson,Palm Springs,2011,white
Ginny,Float,Palm Springs,2013,white
Christopher,Mills,Palm Springs,2013,white
Geoff,Kors,Palm Springs,2015,white
J.R.,Roberts,Palm Springs,2015,white
Christy,Holstege,Palm Springs,2017,white
Lisa,Middleton,Palm Springs,2017,white
Grace,Garner,Palm Springs,2019,white
Dennis,Woods,Palm Springs,2019,black
Geoff,Kors,Palm Springs,2019,white
Christy,Holstege,Palm Springs,2020,white
Lisa,Middleton,Palm Springs,2020,white
Grace,Garner,Palm Springs,2022,white
Jeffrey,Bernstein,Palm Springs,2022,white
Ron,Deharte,Palm Springs,2022,white
Steve,Hofbauer,Palmdale,2011,white
Mike,Dispenza,Palmdale,2011,white
Tom,Lackey,Palmdale,2013,white
Fred,Thompson,Palmdale,2013,white
Austin,Bishop,Palmdale,2016,white
Steven,Hofbauer,Palmdale,2016,white
Laura,Bettencourt,Palmdale,2016,white
Juan,Ventura,Palmdale,2016,hispanic
Laura,Bettencourt,Palmdale,2018,white
Juan,Ventura,Palmdale,2018,hispanic
Austin,Bishop,Palmdale,2020,white
Richard,Loa,Palmdale,2020,asian
Laura,Bettencourt,Palmdale,2022,white
Eric,Ohlsen,Palmdale,2022,white
Andrea,Alarcon,Palmdale,2022,hispanic
Liz,Kniss,Palo Alto,2012,white
Marc,Berman,Palo Alto,2012,white
Greg,Schmid,Palo Alto,2012,white
Pat,Burt,Palo Alto,2012,white
Karen,Holman,Palo Alto,2014,white
Greg,Scharff,Palo Alto,2014,white
Tom,Dubois,Palo Alto,2014,white
Eric,Filseth,Palo Alto,2014,white
Cory,Wolbach,Palo Alto,2014,white
Liz,Kniss,Palo Alto,2016,white
Greg,Tanaka,Palo Alto,2016,asian
Adrian,Fine,Palo Alto,2016,white
Lydia,Kou,Palo Alto,2016,asian
Alison,Cormack,Palo Alto,2018,white
Tom,Dubois,Palo Alto,2018,white
Eric,Filseth,Palo Alto,2018,white
Patrick,Burt,Palo Alto,2020,white
Greer,Stone,Palo Alto,2020,black
Lydia,Kou,Palo Alto,2020,asian
Greg,Tanaka,Palo Alto,2020,asian
Vicki,Veenker,Palo Alto,2022,white
Ed,Lauing,Palo Alto,2022,white
Julie,Lythcott-Haims,Palo Alto,2022,white
Sanford,Davidson,Palos Verdes,2017,white
Kenneth,Kao,Palos Verdes,2017,asian
Dawn,Murdock,Palos Verdes,2020,white
James,Roos,Palos Verdes,2020,hispanic
Michael,Kemps,Palos Verdes Estates,2019,white
David,Mcgowan,Palos Verdes Estates,2019,white
Victoria,Lozzi,Palos Verdes Estates,2019,white
Victoria,Lozzi,Palos Verdes Estates,2022,white
Michael,Kemps,Palos Verdes Estates,2022,white
David,McGowan,Palos Verdes Estates,2022,white
Scott,Lotter,PARADISE,2010,white
Tim,Titus,PARADISE,2010,white
Greg,Bolin,Paradise,2012,white
John,Rawlings,Paradise,2012,white
Steve,Culleton,Paradise,2012,white
Jody,Jones,Paradise,2014,black
Scott,Lotter,Paradise,2014,white
Greg,Bolin,Paradise,2016,white
Mike,Zuccolillo,Paradise,2016,white
Melissa,Schuster,Paradise,2016,white
Steve,Crowder,Paradise,2018,white
Jody,Jones,Paradise,2018,black
Steve,Culleton,Paradise,2020,white
Rose,Tryon,Paradise,2020,white
Greg,Bolin,Paradise,2020,white
Steve,Crowder,Paradise,2022,white
Ron,Lassonde,Paradise,2022,white
Diane,Martinez,Paramount,2015,hispanic
Daryl,Hofmeyer,Paramount,2015,white
Tom,Hansen,Paramount,2015,white
Laurie,Guillen,Paramount,2017,hispanic
Peggy,Lemons,Paramount,2017,white
Isabel,Aguayo,Paramount,2020,hispanic
Vilma,Cuellar Stallings,Paramount,2020,white
Brenda,Olmos,Paramount,2020,hispanic
Peggy,Lemons,Paramount,2022,white
Annette,Delgadillo,Paramount,2022,hispanic
Yolanda,Padilla,PARLIER,2010,hispanic
Diane,Maldonado,PARLIER,2010,hispanic
Juan,Montano,Parlier,2012,hispanic
Raul,Villanueva,Parlier,2012,hispanic
Yolanda,Padilla,Parlier,2014,hispanic
Diane,Maldonado,Parlier,2014,hispanic
Noe,Rodriguez,Parlier,2016,hispanic
Jose,Escoto,Parlier,2016,hispanic
Trinidad,Pimentel,Parlier,2018,hispanic
Diane,Maldonado,Parlier,2018,hispanic
Sabrina,Rodriguez,Parlier,2020,hispanic
Cathryn,Solorio,Parlier,2020,hispanic
Juanita,Molina,Parlier,2022,hispanic
Diego,Garza,Parlier,2022,hispanic
Jacque,Robinson,Pasadena,2011,black
Margaret,McAustin,Pasadena,2011,white
Steve,Madison,Pasadena,2011,white
Gene,Masuda,Pasadena,2011,asian
John,Kennedy,Pasadena,2013,white
Victor,Gordo,Pasadena,2013,white
Terry,Tornek,Pasadena,2013,white
Margaret,McAustin,Pasadena,2015,white
Gene,Masuda,Pasadena,2015,asian
Steve,Madison,Pasadena,2015,white
Tyron,Hampton,Pasadena,2015,white
Victor,Gordo,Pasadena,2017,white
John,Kennedy,Pasadena,2017,white
Andy,Wilson,Pasadena,2017,white
Felicia,Williams,Pasadena,2020,black
Tyron,Hampton,Pasadena,2020,white
Gene,Masuda,Pasadena,2020,asian
Steve,Madison,Pasadena,2020,white
John,Kennedy,Pasadena,2022,white
Jess,Rivas,Pasadena,2022,hispanic
Jason,Lyon,Pasadena,2022,white
Steven,Martin,Paso De Robles,2012,white
Fred,Strong,Paso De Robles,2012,white
John,"Hamon, Jr.",PASO ROBLES,2010,white
Ed,Steinbeck,PASO ROBLES,2010,white
Eusebio,"Cuellar, Jr.",PATTERSON,2010,hispanic
Deborah,Novelli,PATTERSON,2010,white
Sheree,Lustgarten,Patterson,2012,white
Dominic,Farinha,Patterson,2012,white
Dennis,McCord,Patterson,2014,white
Deborah,Novelli,Patterson,2014,white
Joshua,Naranjo,Patterson,2016,hispanic
Dominic,Farhrinha,Patterson,2016,white
Dennis,McCord,Patterson,2018,white
Cynthia,Homen,Patterson,2018,white
Shivaugn,Alves,Patterson,2020,white
Dominic,Farinha,Patterson,2020,white
Jessica,Romero,Patterson,2022,hispanic
Carlos,Roque,Patterson,2022,hispanic
Al,Landers,PERRIS,2010,white
Raul,Yarbrough,PERRIS,2010,white
Julio,Rodriguez,Perris,2012,hispanic
Rita,Rogers,Perris,2012,white
Tonya,Burke,Perris,2014,black
David,Rabb,Perris,2014,white
Raul,Yarbrough,Perris,2015,white
Malcolm,Corona,Perris,2016,hispanic
Rita,Rogers,Perris,2016,white
Marisela,Magna,Perris,2018,white
David,Rabb,Perris,2018,white
Malcolm,Corona,Perris,2020,hispanic
Rita,Rogers,Perris,2020,white
Chris,Albertson,PETALUMA,2010,white
Teresa,Barrett,PETALUMA,2010,white
Mike,Harris,PETALUMA,2010,black
Gabe,Kearney,Petaluma,2012,white
Kathy,Miller,Petaluma,2012,white
Mike,Healy,Petaluma,2012,white
Dave,King,Petaluma,2014,white
Teresa,Barrett,Petaluma,2014,white
Chris,Albertson,Petaluma,2014,white
Mike,Healy,Petaluma,2016,white
Kathy,Miller,Petaluma,2016,white
Gabe,Kearney,Petaluma,2016,white
D'lynda,Fischer,Petaluma,2018,white
Dave,King,Petaluma,2018,white
Kevin,McDonnell,Petaluma,2018,white
Brian,Barnacle,Petaluma,2020,white
Dennis,Pocekay,Petaluma,2020,white
Mike,Healy,Petaluma,2020,white
Janice,Thompson,Petaluma,2022,white
John,Shribbs,Petaluma,2022,white
Karen,Nau,Petaluma,2022,white
Barbara,Rapisarda,PICO RIVERA,2010,hispanic
Gregory,Salcido,Pico Rivera,2011,hispanic
Brent,Tercero,Pico Rivera,2011,hispanic
Bob,Archuleta,Pico Rivera,2011,hispanic
Gustavo,Camacho,Pico Rivera,2013,hispanic
David,Armenta,Pico Rivera,2013,hispanic
Bob,Archuleta,Pico Rivera,2015,hispanic
Gregory,Salcido,Pico Rivera,2015,hispanic
Brent,Tercero,Pico Rivera,2015,hispanic
Gustavo,Camacho,Pico Rivera,2018,hispanic
Raul,Elias,Pico Rivera,2018,white
Monica,Sanchez,Pico Rivera,2019,hispanic
Andrew,Lara,Pico Rivera,2020,hispanic
Erik,Lutz,Pico Rivera,2020,white
Monica,Sanchez,Pico Rivera,2020,hispanic
Gustavo,Camacho,Pico Rivera,2022,hispanic
John,Garcia,Pico Rivera,2022,hispanic
John,Chiang,PIEDMONT,2010,asian
Garrett,Keating,PIEDMONT,2010,white
Jeff,Wieler,PIEDMONT,2010,white
Bob,McBain,Piedmont,2012,white
Margaret,Fujioka,Piedmont,2012,asian
Teddy,King,Piedmont,2014,white
Tim,Rood,Piedmont,2014,white
Jeff,Wieler,Piedmont,2014,white
Jen,Cavenaugh,Piedmont,2016,white
Bob,McBain,Piedmont,2016,white
Betsy,Andersen,Piedmont,2018,white
Teddy,King,Piedmont,2018,white
Tim,Rood,Piedmont,2018,white
Conna,McCarthy,Piedmont,2020,white
Jen,Cavenaugh,Piedmont,2020,white
Betsy,Andersen,Piedmont,2022,white
Tom,Ramsey,Piedmont,2022,white
Jennifer,Long,Piedmont,2022,white
Timothy,Banuelos,PINOLE,2010,hispanic
Phil,Green,PINOLE,2010,black
Debbie,Long,PINOLE,2010,white
Peter,Murray,Pinole,2012,white
Roy,Swearingen,Pinole,2012,white
Debbie,Long,Pinole,2014,white
Tim,Banuelos,Pinole,2014,hispanic
Phil,Green,Pinole,2014,black
Norma,Martínez-Rubin,Pinole,2018,hispanic
Vincent,Salimi,Pinole,2018,white
Anthony,Tave,Pinole,2018,white
Devin,Murphy,Pinole,2020,white
Maureen,Toms,Pinole,2020,white
Cameron,Sasai,Pinole,2022,asian
Anthony,Tave,Pinole,2022,white
Norma,Martinez-Rubin,Pinole,2022,hispanic
Mary,Reiss,PISMO BEACH,2010,white
Kris,Vardas,PISMO BEACH,2010,hispanic
Ed,Waage,Pismo Beach,2012,white
Erik,Howell,Pismo Beach,2012,white
Sheila,Blake,Pismo Beach,2014,white
Mary,Reiss,Pismo Beach,2014,white
Marcia,Guthrie,Pismo Beach,2016,white
Erik,Howell,Pismo Beach,2016,white
Scott,Newton,Pismo Beach,2020,white
Marcia,Guthrie,Pismo Beach,2020,white
Mary,Reiss,Pismo Beach,2022,white
Stacy,Inman,Pismo Beach,2022,white
Ben,Johnson,Pittsburg,2012,black
Will,Casey,Pittsburg,2012,black
Sal,Evola,Pittsburg,2014,white
Pete,Longmire,Pittsburg,2014,white
Marilyn,Craft,Pittsburg,2014,white
Juan,Banales,Pittsburg,2016,hispanic
Jelani,Killings,Pittsburg,2016,white
Marilyn,Craft,Pittsburg,2018,white
Shanelle,Scales-Preston,Pittsburg,2018,white
Hollan,White,Pittsburg,2018,white
Juan,Banales,Pittsburg,2020,hispanic
Jelani,Killings,Pittsburg,2020,white
Shanelle,Scales-Preston,Pittsburg,2022,white
Dionne,Adams,Pittsburg,2022,white
Angelica,Lopez,Pittsburg,2022,hispanic
Joseph,Aguirre,PLACENTIA,2010,hispanic
Chad,Wanke,PLACENTIA,2010,white
Scott,Nelson,Placentia,2012,white
Jeremy,Yamaguchi,Placentia,2012,asian
Constance,Underhill,Placentia,2012,white
Chad,Wanke,Placentia,2014,white
Craig,Green,Placentia,2014,black
Jeremy,Yamguchi,Placentia,2016,asian
Ward,Smith,Placentia,2016,black
Rhonda,Shader,Placentia,2016,white
Craig,Green,Placentia,2018,black
Chad,Wanke,Placentia,2018,white
Rhonda,Shader,Placentia,2020,white
Jeremy,Yamaguchi,Placentia,2020,asian
Ward,Smith,Placentia,2020,black
Kevin,Kirwin,Placentia,2022,white
Chad,Wanke,Placentia,2022,white
Patricia,Borelli,PLACERVILLE,2010,white
Carl,Hagen,PLACERVILLE,2010,white
Wendy,Mattson,PLACERVILLE,2010,white
Trisha,Wilkins,Placerville,2012,white
Carol,Patton,Placerville,2012,white
Wendy,Thomas,Placerville,2014,white
John,Clerci,Placerville,2014,white
Patricia,Borelli,Placerville,2014,white
Trisha,Wilkins,Placerville,2016,white
Mark,Acuna,Placerville,2016,hispanic
Patricia,Borelli,Placerville,2018,white
Kara,Taylor,Placerville,2018,white
Dennis,Thomas,Placerville,2018,white
Jackie,Neau,Placerville,2020,white
Michael,Saragosa,Placerville,2020,hispanic
Nicole,Gotberg,Placerville,2022,white
