firstname,lastname,city,year,gender
Rachel,Lang,Ojai,2022,female
Andrew,Whitman,Ojai,2022,male
Jim,Bowman,ONTARIO,2010,male
Alan,Wapner,ONTARIO,2010,female
Debra,Porada,Ontario,2012,female
Paul,Avila,Ontario,2012,male
Alan,Wapner,Ontario,2014,female
Jim,Bowman,Ontario,2014,male
Ruben,Valencia,Ontario,2016,male
Debra,Porada,Ontario,2016,female
Jim,Bowman,Ontario,2018,male
Alan,Wapner,Ontario,2018,female
Debra,Porada,Ontario,2020,female
Ruben,Valencia,Ontario,2020,male
Alan,Wapner,Ontario,2022,female
Jim,Bowman,Ontario,2022,male
Denis,Bilodeau,ORANGE,2010,male
Fred,Whitaker,ORANGE,2010,male
Mark,Murphy,Orange,2012,male
Mike,Alvarez,Orange,2012,male
Fred,Whitaker,Orange,2014,male
Kimberlee,Nichols,Orange,2014,female
Chip,Monaco,Orange,2018,male
Kimberlee,Nichols,Orange,2018,female
Arianna,Barrios,Orange,2020,female
Jon,Dumitru,Orange,2020,male
Michael,Alvarez,Orange,2020,male
Ana,Gutierrez,Orange,2020,female
Arianna,Barrios,Orange,2022,female
Kathy,Tavoularis,Orange,2022,female
Denis,Bilodeau,Orange,2022,male
John,Gyllenhammer,Orange,2022,male
Glenda,Hill,ORANGE COVE,2010,female
Frank,Martinez,ORANGE COVE,2010,male
Victor,Lopez,Orange Cove,2012,male
Diana,Silva,Orange Cove,2012,female
Bertha,Del Bosque,Orange Cove,2012,female
Ralph,Pardo,Orange Cove,2012,male
Gilbert,Garcia,Orange Cove,2014,male
Minerva,Pineda,Orange Cove,2014,female
Eperanza,Rodriguez,Orange Cove,2018,female
Roy,Rodriquez,Orange Cove,2018,male
Gilbert,Garcia,Orange Cove,2022,male
Esperanza,Rodriguez,Orange Cove,2022,female
Dean,Orr,ORINDA,2010,female
Sue,Severson,ORINDA,2010,female
Amy,Worth,ORINDA,2010,female
Steve,Glazer,Orinda,2012,male
Victoria,Smith,Orinda,2012,female
Eve,Phillips,Orinda,2014,female
Amy,Worth,Orinda,2014,female
Dean,Orr,Orinda,2014,female
Inga,Miller,Orinda,2016,female
Darlene,Gee,Orinda,2016,female
Dennis,Fay,Orinda,2018,male
Nick,Kosla,Orinda,2018,male
Amy,Worth,Orinda,2018,female
Darlene,Gee,Orinda,2020,female
Inga,Miller,Orinda,2020,female
Latika,Malkani,Orinda,2022,female
Brandyn,Iverson,Orinda,2022,female
Janet,Riley,Orinda,2022,female
Charles,Gee,ORLAND,2010,male
Dennis,Hoffman,ORLAND,2010,male
Salina,Edwards,Orland,2012,female
Bruce,Roundy,Orland,2012,male
James,Paschall Jr.,Orland,2012,male
Bruce,Roundy,Orland,2016,male
James,Paschall,Orland,2016,male
Salina,Edwards,Orland,2016,female
Dennis,Hoffman,Orland,2018,male
William,Irvin,Orland,2018,male
Chris,Dobbs,Orland,2020,male
Jeffrey,Tolley,Orland,2020,male
Bruce,Roundy,Orland,2020,male
John,McDermott,Orland,2022,male
Mathew,Romano,Orland,2022,male
Gordon,Andoe,OROVILLE,2010,male
Jack,Berry,OROVILLE,2010,male
Barbara,Bunker,OROVILLE,2010,female
David,Pittman,Oroville,2012,male
Allen,Simpson,Oroville,2012,male
Thil,Chan-Wilcox,Oroville,2012,female
Art,Hatley,Oroville,2014,male
Jack,Berry,Oroville,2014,male
Marlene,Del Rosario,Oroville,2014,female
Linda,Draper,Oroville,2016,female
Janet,Goodson,Oroville,2016,female
Scott,Thomson,Oroville,2016,male
Art,Hatley,Oroville,2018,male
David,Pittman,Oroville,2018,male
Eric,Smith,Oroville,2018,male
Krysi,Riggs,Oroville,2020,female
Janet,Goodson,Oroville,2020,female
Scott,Thomson,Oroville,2020,male
Tracy,Johnstone,Oroville,2022,female
Shawn,Webber,Oroville,2022,male
Tim,Flynn,OXNARD,2010,male
Carmen,Ramirez,OXNARD,2010,female
Dorina,Padilla,Oxnard,2012,female
Bryan,MacDonald,Oxnard,2012,female
Bert,Perello,Oxnard,2013,male
Carmen,Ramirez,Oxnard,2014,female
Bert,Perello,Oxnard,2014,male
Bryan,Macdonald,Oxnard,2016,female
Oscar,Madrigal,Oxnard,2016,male
Bert,Perello,Oxnard,2018,male
Carmen,Ramirez,Oxnard,2018,female
Gabriela,Basua,Oxnard,2018,female
Vianey,Lopez,Oxnard,2018,female
Oscar,Madrigal,Oxnard,2020,male
Bryan,Macdonald,Oxnard,2020,female
Vianey,Lopez,Oxnard,2020,female
Gabriel,Teran,Oxnard,2021,male
Bert,Perello,Oxnard,2022,male
Gabriel,Teran,Oxnard,2022,male
Gabriela,Basua,Oxnard,2022,female
Arthur,"Valenzuela, Jr.",Oxnard,2023,male
Alan,Cohen,PACIFIC GROVE,2010,female
Ken,Cuneo,PACIFIC GROVE,2010,male
Rudy,Fischer,PACIFIC GROVE,2010,male
Robert,Huitt,PACIFIC GROVE,2010,male
Daniel,Miller,PACIFIC GROVE,2010,male
Casey,Lucius,Pacific Grove,2012,female
Robert,Huitt,Pacific Grove,2012,male
Dan,Miller,Pacific Grove,2012,female
Ken,Cuneo,Pacific Grove,2014,male
Bill,Peake,Pacific Grove,2014,male
Rudy,Fischer,Pacific Grove,2014,male
Cynthia,Garfield,Pacific Grove,2016,female
Robert,Huitt,Pacific Grove,2016,male
Nick,Smith,Pacific Grove,2016,male
Joe,Amelio,Pacific Grove,2018,male
Jenny,McAdams,Pacific Grove,2018,female
Amy,Tomlinson,Pacific Grove,2018,female
Luke,Coletti,Pacific Grove,2020,male
Chaps,Poduri,Pacific Grove,2020,male
Nick,Smith,Pacific Grove,2020,male
Joe,Amelio,Pacific Grove,2022,male
Lori,McDonnell,Pacific Grove,2022,female
Debby,Beck,Pacific Grove,2022,female
Sue,Digre,PACIFICA,2010,female
Len,Stone,PACIFICA,2010,male
Jim,Vreeland,PACIFICA,2010,male
Karen,Ervin,Pacifica,2012,female
Mary,Nihart,Pacifica,2012,female
Mike,O'Neill,Pacifica,2012,male
Sue,Digre,Pacifica,2014,female
Michael,O'Neill,Pacifica,2014,male
John,Keener,Pacifica,2014,male
Sue,Vaterlaus,Pacifica,2016,female
Deirdre,Martin,Pacifica,2016,male
Sue,Beckmeyer,Pacifica,2018,female
Mary,Bier,Pacifica,2018,female
Mike,O'Niell,Pacifica,2018,male
Tygarjas,Bigstyck,Pacifica,2020,male
Sue,Vaterlaus,Pacifica,2020,female
Mary,Bier,Pacifica,2022,female
Sue,Beckmeyer,Pacifica,2022,female
Jean,Benson,PALM DESERT,2010,female
Jan,Harnik,PALM DESERT,2010,female
Van,Tanner,Palm Desert,2012,female
Bill,Kroonen,Palm Desert,2012,male
Bob,Spiegel,Palm Desert,2012,male
Jan,Harnik,Palm Desert,2014,female
Sabby,Jonathan,Palm Desert,2014,male
Gina,Nestande,Palm Desert,2016,female
Kathleen,Kelly,Palm Desert,2016,female
Susan,Weber,Palm Desert,2016,female
Jan,Harnik,Palm Desert,2018,female
Sabby,Jonathan,Palm Desert,2018,male
Karina,Quintanilla,Palm Desert,2020,female
Kathleen,Kelly,Palm Desert,2020,female
Gina,Nestande,Palm Desert,2020,female
Jan,Harnik,Palm Desert,2022,female
Evan,Trubee,Palm Desert,2022,female
Paul,Lewin,Palm Springs,2011,male
Rick,Hutcheson,Palm Springs,2011,male
Ginny,Float,Palm Springs,2013,female
Christopher,Mills,Palm Springs,2013,male
Geoff,Kors,Palm Springs,2015,male
J.R.,Roberts,Palm Springs,2015,male
Christy,Holstege,Palm Springs,2017,female
Lisa,Middleton,Palm Springs,2017,female
Grace,Garner,Palm Springs,2019,female
Dennis,Woods,Palm Springs,2019,male
Geoff,Kors,Palm Springs,2019,male
Christy,Holstege,Palm Springs,2020,female
Lisa,Middleton,Palm Springs,2020,female
Grace,Garner,Palm Springs,2022,female
Jeffrey,Bernstein,Palm Springs,2022,male
Ron,Deharte,Palm Springs,2022,male
Steve,Hofbauer,Palmdale,2011,male
Mike,Dispenza,Palmdale,2011,male
Tom,Lackey,Palmdale,2013,male
Fred,Thompson,Palmdale,2013,male
Austin,Bishop,Palmdale,2016,male
Steven,Hofbauer,Palmdale,2016,male
Laura,Bettencourt,Palmdale,2016,female
Juan,Ventura,Palmdale,2016,female
Laura,Bettencourt,Palmdale,2018,female
Juan,Ventura,Palmdale,2018,female
Austin,Bishop,Palmdale,2020,male
Richard,Loa,Palmdale,2020,male
Laura,Bettencourt,Palmdale,2022,female
Eric,Ohlsen,Palmdale,2022,male
Andrea,Alarcon,Palmdale,2022,female
Liz,Kniss,Palo Alto,2012,female
Marc,Berman,Palo Alto,2012,male
Greg,Schmid,Palo Alto,2012,male
Pat,Burt,Palo Alto,2012,male
Karen,Holman,Palo Alto,2014,female
Greg,Scharff,Palo Alto,2014,male
Tom,Dubois,Palo Alto,2014,male
Eric,Filseth,Palo Alto,2014,male
Cory,Wolbach,Palo Alto,2014,male
Liz,Kniss,Palo Alto,2016,female
Greg,Tanaka,Palo Alto,2016,male
Adrian,Fine,Palo Alto,2016,female
Lydia,Kou,Palo Alto,2016,female
Alison,Cormack,Palo Alto,2018,male
Tom,Dubois,Palo Alto,2018,male
Eric,Filseth,Palo Alto,2018,male
Patrick,Burt,Palo Alto,2020,male
Greer,Stone,Palo Alto,2020,male
Lydia,Kou,Palo Alto,2020,female
Greg,Tanaka,Palo Alto,2020,male
Vicki,Veenker,Palo Alto,2022,female
Ed,Lauing,Palo Alto,2022,male
Julie,Lythcott-Haims,Palo Alto,2022,female
Sanford,Davidson,Palos Verdes,2017,male
Kenneth,Kao,Palos Verdes,2017,male
Dawn,Murdock,Palos Verdes,2020,female
James,Roos,Palos Verdes,2020,male
Michael,Kemps,Palos Verdes Estates,2019,male
David,Mcgowan,Palos Verdes Estates,2019,male
Victoria,Lozzi,Palos Verdes Estates,2019,female
Victoria,Lozzi,Palos Verdes Estates,2022,female
Michael,Kemps,Palos Verdes Estates,2022,male
David,McGowan,Palos Verdes Estates,2022,male
Scott,Lotter,PARADISE,2010,male
Tim,Titus,PARADISE,2010,male
Greg,Bolin,Paradise,2012,male
John,Rawlings,Paradise,2012,male
Steve,Culleton,Paradise,2012,male
Jody,Jones,Paradise,2014,female
Scott,Lotter,Paradise,2014,male
Greg,Bolin,Paradise,2016,male
Mike,Zuccolillo,Paradise,2016,male
Melissa,Schuster,Paradise,2016,female
Steve,Crowder,Paradise,2018,male
Jody,Jones,Paradise,2018,female
Steve,Culleton,Paradise,2020,male
Rose,Tryon,Paradise,2020,female
Greg,Bolin,Paradise,2020,male
Steve,Crowder,Paradise,2022,male
Ron,Lassonde,Paradise,2022,male
Diane,Martinez,Paramount,2015,female
Daryl,Hofmeyer,Paramount,2015,male
Tom,Hansen,Paramount,2015,male
Laurie,Guillen,Paramount,2017,female
Peggy,Lemons,Paramount,2017,female
Isabel,Aguayo,Paramount,2020,female
Vilma,Cuellar Stallings,Paramount,2020,female
Brenda,Olmos,Paramount,2020,female
Peggy,Lemons,Paramount,2022,female
Annette,Delgadillo,Paramount,2022,female
Yolanda,Padilla,PARLIER,2010,female
Diane,Maldonado,PARLIER,2010,female
Juan,Montano,Parlier,2012,female
Raul,Villanueva,Parlier,2012,male
Yolanda,Padilla,Parlier,2014,female
Diane,Maldonado,Parlier,2014,female
Noe,Rodriguez,Parlier,2016,female
Jose,Escoto,Parlier,2016,male
Trinidad,Pimentel,Parlier,2018,male
Diane,Maldonado,Parlier,2018,female
Sabrina,Rodriguez,Parlier,2020,female
Cathryn,Solorio,Parlier,2020,female
Juanita,Molina,Parlier,2022,female
Diego,Garza,Parlier,2022,male
Jacque,Robinson,Pasadena,2011,female
Margaret,McAustin,Pasadena,2011,female
Steve,Madison,Pasadena,2011,male
Gene,Masuda,Pasadena,2011,female
John,Kennedy,Pasadena,2013,male
Victor,Gordo,Pasadena,2013,male
Terry,Tornek,Pasadena,2013,male
Margaret,McAustin,Pasadena,2015,female
Gene,Masuda,Pasadena,2015,female
Steve,Madison,Pasadena,2015,male
Tyron,Hampton,Pasadena,2015,male
Victor,Gordo,Pasadena,2017,male
John,Kennedy,Pasadena,2017,male
Andy,Wilson,Pasadena,2017,male
Felicia,Williams,Pasadena,2020,female
Tyron,Hampton,Pasadena,2020,male
Gene,Masuda,Pasadena,2020,female
Steve,Madison,Pasadena,2020,male
John,Kennedy,Pasadena,2022,male
Jess,Rivas,Pasadena,2022,female
Jason,Lyon,Pasadena,2022,male
Steven,Martin,Paso De Robles,2012,male
Fred,Strong,Paso De Robles,2012,male
John,"Hamon, Jr.",PASO ROBLES,2010,male
Ed,Steinbeck,PASO ROBLES,2010,male
Eusebio,"Cuellar, Jr.",PATTERSON,2010,male
Deborah,Novelli,PATTERSON,2010,female
Sheree,Lustgarten,Patterson,2012,female
Dominic,Farinha,Patterson,2012,male
Dennis,McCord,Patterson,2014,male
Deborah,Novelli,Patterson,2014,female
Joshua,Naranjo,Patterson,2016,male
Dominic,Farhrinha,Patterson,2016,male
Dennis,McCord,Patterson,2018,male
Cynthia,Homen,Patterson,2018,female
Shivaugn,Alves,Patterson,2020,female
Dominic,Farinha,Patterson,2020,male
Jessica,Romero,Patterson,2022,female
Carlos,Roque,Patterson,2022,male
Al,Landers,PERRIS,2010,male
Raul,Yarbrough,PERRIS,2010,male
Julio,Rodriguez,Perris,2012,male
Rita,Rogers,Perris,2012,female
Tonya,Burke,Perris,2014,female
David,Rabb,Perris,2014,male
Raul,Yarbrough,Perris,2015,male
Malcolm,Corona,Perris,2016,male
Rita,Rogers,Perris,2016,female
Marisela,Magna,Perris,2018,female
David,Rabb,Perris,2018,male
Malcolm,Corona,Perris,2020,male
Rita,Rogers,Perris,2020,female
Chris,Albertson,PETALUMA,2010,male
Teresa,Barrett,PETALUMA,2010,female
Mike,Harris,PETALUMA,2010,male
Gabe,Kearney,Petaluma,2012,male
Kathy,Miller,Petaluma,2012,female
Mike,Healy,Petaluma,2012,male
Dave,King,Petaluma,2014,male
Teresa,Barrett,Petaluma,2014,female
Chris,Albertson,Petaluma,2014,male
Mike,Healy,Petaluma,2016,male
Kathy,Miller,Petaluma,2016,female
Gabe,Kearney,Petaluma,2016,male
D'lynda,Fischer,Petaluma,2018,female
Dave,King,Petaluma,2018,male
Kevin,McDonnell,Petaluma,2018,male
Brian,Barnacle,Petaluma,2020,female
Dennis,Pocekay,Petaluma,2020,male
Mike,Healy,Petaluma,2020,male
Janice,Thompson,Petaluma,2022,female
John,Shribbs,Petaluma,2022,male
Karen,Nau,Petaluma,2022,female
Barbara,Rapisarda,PICO RIVERA,2010,female
Gregory,Salcido,Pico Rivera,2011,male
Brent,Tercero,Pico Rivera,2011,male
Bob,Archuleta,Pico Rivera,2011,male
Gustavo,Camacho,Pico Rivera,2013,male
David,Armenta,Pico Rivera,2013,male
Bob,Archuleta,Pico Rivera,2015,male
Gregory,Salcido,Pico Rivera,2015,male
Brent,Tercero,Pico Rivera,2015,male
Gustavo,Camacho,Pico Rivera,2018,male
Raul,Elias,Pico Rivera,2018,male
Monica,Sanchez,Pico Rivera,2019,female
Andrew,Lara,Pico Rivera,2020,male
Erik,Lutz,Pico Rivera,2020,male
Monica,Sanchez,Pico Rivera,2020,female
Gustavo,Camacho,Pico Rivera,2022,male
John,Garcia,Pico Rivera,2022,male
John,Chiang,PIEDMONT,2010,male
Garrett,Keating,PIEDMONT,2010,male
Jeff,Wieler,PIEDMONT,2010,male
Bob,McBain,Piedmont,2012,male
Margaret,Fujioka,Piedmont,2012,female
Teddy,King,Piedmont,2014,male
Tim,Rood,Piedmont,2014,male
Jeff,Wieler,Piedmont,2014,male
Jen,Cavenaugh,Piedmont,2016,female
Bob,McBain,Piedmont,2016,male
Betsy,Andersen,Piedmont,2018,female
Teddy,King,Piedmont,2018,male
Tim,Rood,Piedmont,2018,male
Conna,McCarthy,Piedmont,2020,female
Jen,Cavenaugh,Piedmont,2020,female
Betsy,Andersen,Piedmont,2022,female
Tom,Ramsey,Piedmont,2022,male
Jennifer,Long,Piedmont,2022,female
Timothy,Banuelos,PINOLE,2010,male
Phil,Green,PINOLE,2010,male
Debbie,Long,PINOLE,2010,female
Peter,Murray,Pinole,2012,male
Roy,Swearingen,Pinole,2012,male
Debbie,Long,Pinole,2014,female
Tim,Banuelos,Pinole,2014,male
Phil,Green,Pinole,2014,male
Norma,Martínez-Rubin,Pinole,2018,female
Vincent,Salimi,Pinole,2018,male
Anthony,Tave,Pinole,2018,male
Devin,Murphy,Pinole,2020,male
Maureen,Toms,Pinole,2020,female
Cameron,Sasai,Pinole,2022,male
Anthony,Tave,Pinole,2022,male
Norma,Martinez-Rubin,Pinole,2022,female
Mary,Reiss,PISMO BEACH,2010,female
Kris,Vardas,PISMO BEACH,2010,male
Ed,Waage,Pismo Beach,2012,male
Erik,Howell,Pismo Beach,2012,male
Sheila,Blake,Pismo Beach,2014,female
Mary,Reiss,Pismo Beach,2014,female
Marcia,Guthrie,Pismo Beach,2016,male
Erik,Howell,Pismo Beach,2016,male
Scott,Newton,Pismo Beach,2020,male
Marcia,Guthrie,Pismo Beach,2020,male
Mary,Reiss,Pismo Beach,2022,female
Stacy,Inman,Pismo Beach,2022,female
Ben,Johnson,Pittsburg,2012,male
Will,Casey,Pittsburg,2012,male
Sal,Evola,Pittsburg,2014,male
Pete,Longmire,Pittsburg,2014,male
Marilyn,Craft,Pittsburg,2014,female
Juan,Banales,Pittsburg,2016,female
Jelani,Killings,Pittsburg,2016,male
Marilyn,Craft,Pittsburg,2018,female
Shanelle,Scales-Preston,Pittsburg,2018,female
Hollan,White,Pittsburg,2018,female
Juan,Banales,Pittsburg,2020,female
Jelani,Killings,Pittsburg,2020,male
Shanelle,Scales-Preston,Pittsburg,2022,female
Dionne,Adams,Pittsburg,2022,female
Angelica,Lopez,Pittsburg,2022,female
Joseph,Aguirre,PLACENTIA,2010,male
Chad,Wanke,PLACENTIA,2010,male
Scott,Nelson,Placentia,2012,male
Jeremy,Yamaguchi,Placentia,2012,male
Constance,Underhill,Placentia,2012,female
Chad,Wanke,Placentia,2014,male
Craig,Green,Placentia,2014,male
Jeremy,Yamguchi,Placentia,2016,male
Ward,Smith,Placentia,2016,male
Rhonda,Shader,Placentia,2016,female
Craig,Green,Placentia,2018,male
Chad,Wanke,Placentia,2018,male
Rhonda,Shader,Placentia,2020,female
Jeremy,Yamaguchi,Placentia,2020,male
Ward,Smith,Placentia,2020,male
Kevin,Kirwin,Placentia,2022,male
Chad,Wanke,Placentia,2022,male
Patricia,Borelli,PLACERVILLE,2010,female
Carl,Hagen,PLACERVILLE,2010,male
Wendy,Mattson,PLACERVILLE,2010,female
Trisha,Wilkins,Placerville,2012,female
Carol,Patton,Placerville,2012,female
Wendy,Thomas,Placerville,2014,female
John,Clerci,Placerville,2014,male
Patricia,Borelli,Placerville,2014,female
Trisha,Wilkins,Placerville,2016,female
Mark,Acuna,Placerville,2016,male
Patricia,Borelli,Placerville,2018,female
Kara,Taylor,Placerville,2018,female
Dennis,Thomas,Placerville,2018,male
Jackie,Neau,Placerville,2020,female
Michael,Saragosa,Placerville,2020,male
Nicole,Gotberg,Placerville,2022,female
John,Clerici,Placerville,2022,male
David,Yarbrough,Placerville,2022,male
Michael,Harris,PLEASANT HILL,2010,male
Jack,Weir,PLEASANT HILL,2010,male
Ken,Carlson,Pleasant Hill,2012,male
Tim,Flaherty,Pleasant Hill,2012,male
David,Durant,Pleasant Hill,2012,male
Michael,Harris,Pleasant Hill,2014,male
Sue,Noack,Pleasant Hill,2014,female
Tim,Flaherty,Pleasant Hill,2016,male
Ken,Carlson,Pleasant Hill,2016,male
Matthew,Rinn,Pleasant Hill,2016,male
Michael,Harris,Pleasant Hill,2018,male
Sue,Noack,Pleasant Hill,2018,female
Sue,Noack,Pleasant Hill,2022,female
Zac,Shess,Pleasant Hill,2022,male
Cheryl,Cook-Kallio,PLEASANTON,2010,female
Jerry,Thorne,PLEASANTON,2010,male
Karla,Brown,Pleasanton,2012,female
Jerry,Pentin,Pleasanton,2012,male
Kathy,Narum,Pleasanton,2013,female
Kathy,Narum,Pleasanton,2014,female
Arne,Olson,Pleasanton,2014,male
Karla,Brown,Pleasanton,2016,female
Jerry,Pentin,Pleasanton,2016,male
Kathy,Narum,Pleasanton,2018,female
Julie,Testa,Pleasanton,2018,female
Valerie,Arkin,Pleasanton,2020,female
Jack,Balch,Pleasanton,2020,male
Jeff,Nibert,Pleasanton,2022,male
Julie,Testa,Pleasanton,2022,female
Peter,Amoruso,PLYMOUTH,2010,male
Sean,McGinness,PLYMOUTH,2010,female
Peter,Taylor,Plymouth,2012,male
Jon,Colburn,Plymouth,2012,male
Greg,Baldwin,Plymouth,2012,male
Leonard,Burns,Plymouth,2016,male
Keith,White,Plymouth,2016,male
Jon,Colburn,Plymouth,2016,male
Peter,Amoruso,Plymouth,2018,male
Valerie,Klinefelter,Plymouth,2018,female
Marianne,Akerland,Plymouth,2020,female
Douglas,Sim,Plymouth,2020,male
Keith,White,Plymouth,2020,male
Mike,McLaughlin,Plymouth,2022,male
Valerie,Klinefelter,Plymouth,2022,female
Trevor,Sanders,Point Arena,2011,male
Brian,Riehl,Point Arena,2011,female
Douglas,Burkey,Point Arena,2011,male
Lloyd,Cross,Point Arena,2011,male
Jim,Koogle,Point Arena,2012,male
Phil,Burfoot,Point Arena,2012,male
Trevor,Sanders,Point Arena,2012,male
Doug,Burkey,Point Arena,2014,male
Deborah,Heatherstone,Point Arena,2014,female
Scott,Ignacio,Point Arena,2016,male
Ricard,Wasserman,Point Arena,2016,male
Jonathan,Torrez,Point Arena,2016,female
Barbara,Burkey,Point Arena,2016,female
Anna,Dobbins,Point Arena,2016,female
Scott,Ignacio,Point Arena,2020,male
Barbara,Burkey,Point Arena,2022,female
Freddie,Rodriguez,POMONA,2010,female
Cristina,Carrizosa,POMONA,2010,female
Ginna,Escobar,POMONA,2010,female
John,Nolte,Pomona,2012,male
Debra,Martin,Pomona,2012,female
Paula,Lantz,Pomona,2012,female
Adriana,Robledo,Pomona,2014,female
Cristina,Carrizosa,Pomona,2014,female
Ginna,Escobar,Pomona,2014,female
Rubio,Gonzalez,Pomona,2016,male
Elizabeth,Ontiveros-Cole,Pomona,2016,female
Robert,Torres,Pomona,2016,male
Victor,Preciado,Pomona,2018,male
Nora,Garcia,Pomona,2018,female
Steve,Lustro,Pomona,2018,male
John,Nolte,Pomona,2020,male
Elizabeth,Ontiveros-Cole,Pomona,2020,female
Robert,Torres,Pomona,2020,male
Victor,Preciado,Pomona,2022,male
Nora,Garcia,Pomona,2022,female
Steve,Lustro,Pomona,2022,male
Ellis,Green,PORT HUENEME,2010,male
Norman,Griffaw,PORT HUENEME,2010,female
Jon,Sharkey,PORT HUENEME,2010,male
Sylvia,Schnopp,Port Hueneme,2012,female
Douglas,Breeze,Port Hueneme,2012,male
Tom,Figg,Port Hueneme,2014,male
Jim,Hensley,Port Hueneme,2014,male
Jon,Sharkey,Port Hueneme,2014,male
Sylvia,Schnopp,Port Hueneme,2016,female
Will,Berg,Port Hueneme,2016,male
Steven,Gama,Port Hueneme,2018,male
Laura,Hernandez,Port Hueneme,2018,female
Richard,Rollins,Port Hueneme,2018,male
Bobby,Martinez,Port Hueneme,2020,male
Misty,Perez,Port Hueneme,2020,female
Laura,Hernandez,Port Hueneme,2022,female
Steven,Gama,Port Hueneme,2022,male
Martha,McQueen-Legohn,Port Hueneme,2022,female
Brian,Ward,Portersville,2016,female
Martha,Flores,Portersville,2016,female
Monte,Reyes,Portersville,2016,female
Pete,McCracken,PORTERVILLE,2010,male
Greg,Shelton,PORTERVILLE,2010,male
Virginia,Gurrola,Porterville,2012,female
Brian,Ward,Porterville,2012,female
Cameron,Hamilton,Porterville,2012,male
Milt,Stowe,Porterville,2014,male
Pete,McCracken,Porterville,2014,male
Daniel,Peñaloza,Porterville,2018,male
Kellie,Carrillo,Porterville,2020,female
Martha,Flores,Porterville,2020,female
Raymond,Beltran,Porterville,2022,male
Greg,Meister,Porterville,2022,male
Juliana,Mark,PORTOLA,2010,female
Curt,McBride,PORTOLA,2010,male
John,Larrieu,Portola,2012,male
Phil,Oels,Portola,2012,male
Michelle,Gault,Portola,2012,female
W.A.,Powers,Portola,2014,male
Linda,Van Dahlen,Portola,2014,female
Stephan,Clifton,Portola,2016,female
John,Larrieu,Portola,2016,male
Thomas,Cooley,Portola,2016,male
Pat,Morton,Portola,2016,female
Phil,Oels,Portola,2018,male
Bill,Powers,Portola,2018,male
Pat,Morton,Portola,2018,female
Stan,Peiler,Portola,2018,male
Bill,Powers,Portola,2022,male
Leah,Turner,Portola,2022,female
Judith,Hasko,Portola,2022,female
Craig,Taylor,Portola,2022,male
Mary,Hufty,Portola,2022,female
F.,Richards,Portola Valley,2013,male
Maryann,Moise Derwin,Portola Valley,2013,female
Craig,Hughes,Portola Valley,2013,male
Sarah,Wernikoff,Portola Valley,2020,female
Jeff,Aalfs,Portola Valley,2020,male
John,Mullin,POWAY,2010,male
Dave,Grosch,POWAY,2010,male
Steve,Vaus,Poway,2012,male
Jim,Cunningham,Poway,2012,male
Dave,Grosch,Poway,2014,male
John,Mullin,Poway,2014,male
Jim,Cunningham,Poway,2016,male
Barry,Leonard,Poway,2016,male
Caylin,Frank,Poway,2018,female
Dave,Grosch,Poway,2018,male
John,Mullin,Poway,2018,male
Barry,Leonard,Poway,2020,male
Caylin,Frank,Poway,2020,female
Brian,Pepin,Poway,2022,female
Peter,De Hoff,Poway,2022,male
Linda,Budge,RANCHO CORDOVA,2010,female
Dan,Skoglund,RANCHO CORDOVA,2010,female
Donald,Terry,Rancho Cordova,2012,male
