firstname,lastname,SchoolDistrict,year,gender
Melissa,May,Mountain View Elementary,2022,female
Veronica,Sifuentes,Mountain View Elementary,2022,female
Adam,Carranza,Mountain View Elementary,2022,male
Christopher,Chiang,Mountain View Elementary-Whisman Elementary,2012,male
Bill,Lambert,Mountain View Elementary-Whisman Elementary,2012,male
Steven,Nelson,Mountain View Elementary-Whisman Elementary,2012,male
Ellen,Wheeler,Mountain View Elementary-Whisman Elementary,2014,female
Greg,Coladonato,Mountain View Elementary-Whisman Elementary,2014,male
Devon,Conley,Mountain View Elementary-Whisman Elementary,2018,male
Ellen,Wheeler,Mountain View Elementary-Whisman Elementary,2018,female
Christopher,Chiang,Mountain View Whisman,2020,male
Laura,Berman,Mountain View Whisman,2020,female
Laura,Blakely,Mountain View Whisman,2020,female
Joe,Mitchner,Mountain View-Los Altos,2014,male
Debbie,Torok,Mountain View-Los Altos,2014,female
Fiona,Walter,Mountain View-Los Altos,2014,female
Sanjay,Dave,Mountain View-Los Altos,2020,male
Phil,Faillace,Mountain View-Los Altos,2020,male
Debbie,Torok,Mountain View-Los Altos Union High,2018,female
Catherine,Vonnegut,Mountain View-Los Altos Union High,2018,female
Fiona,Walter,Mountain View-Los Altos Union High,2018,female
Esmerelda,Ortiz,Mountain View-Los Altos Union High,2022,female
Catherine,Vonnegut,Mountain View-Los Altos Union High,2022,female
Thida,Cornes,Mountain View-Los Altos Union High,2022,female
Jose,"Gutierrez, Jr.",Mountain View-Whisman Elementary,2016,male
Laura,Blakely,Mountain View-Whisman Elementary,2016,female
Tamara,Wilson,Mountain View-Whisman Elementary,2016,female
Angela,Riggs,Mountian Valley Unified,2015,female
Margaret,Glick,Mt. Baldy Joint Elementary,2014,female
Evan,Chapman,Mt. Baldy Joint Elementary,2014,female
Marcia,Campbell,Mt. Baldy Joint Elementary,2016,male
Linda,Mayo,MT. DIABLO UNIFIED,2010,female
Lynne,Dennler,MT. DIABLO UNIFIED,2010,female
Cheryl,Hansen,MT. DIABLO UNIFIED,2010,female
Barbara,Oaks,Mt. Diablo Unified,2012,female
Brian,Lawrence,Mt. Diablo Unified,2012,female
Lina,Mayo,Mt. Diablo Unified,2014,female
Cheryl,Hansen,Mt. Diablo Unified,2014,female
Debra,Mason,Mt. Diablo Unified,2014,female
Joanne,Durkee,Mt. Diablo Unified,2016,female
Brian,Lawrence,Mt. Diablo Unified,2016,female
Keisha,Nzewi,Mt. Diablo Unified,2020,female
Erin,McFerrin,Mt. Diablo Unified,2020,female
Cherise,Khaund,Mt. Diablo Unified,2022,female
Debra,Mason,Mt. Diablo Unified,2022,female
Robert,Ramirez,MT. PLEASANT ELEMENTARY,2010,male
Betty,Martinez,MT. PLEASANT ELEMENTARY,2010,female
Gail,Tremaine,MT. PLEASANT ELEMENTARY,2010,female
Peter,Ortiz,Mt. Pleasant Elementary,2016,male
Antonio,"Perez, Jr.",Mt. Pleasant Elementary,2016,male
Robert,Ramirez,Mt. Pleasant Elementary,2018,male
Betty,Martinez,Mt. Pleasant Elementary,2018,female
Brenda,Serrano,Mt. Pleasant Elementary,2018,female
Derek,Grasty,Mt. Pleasant Elementary,2020,male
Melissa,Got-Lopez,Mt. Pleasant Elementary,2020,female
Robert,Hidalgo,Mt. San Antonio Community College,2013,male
Laura,Santos,Mt. San Antonio Community College,2013,female
Jay,Chen,Mt. San Antonio Community College,2015,male
Rosanne,Bader,Mt. San Antonio Community College,2015,female
Gary,Chow,Mt. San Antonio Community College,2018,male
Jay,Chen,Mt. San Antonio Community College,2020,male
Peter,Hidalgo,Mt. San Antonio Community College,2020,male
Manuel,Baca,Mt. San Antonio Community College,2020,male
Tom,Ashley,Mt. San Jacinto Community College,2012,male
Sherrie,Guerrero,Mt. San Jacinto Community College,2016,female
Dorothy,McGargill,Mt. San Jacinto Community College,2016,female
Joshua,Rivera,Mt. San Jacinto Community College,2020,male
Brian,Sylva,Mt. San Jacinto Community College,2020,female
Robert,Winston,Mt. Shasta Union Elementary,2012,male
Paul,Schwartz,Mt. Shasta Union Elementary,2012,male
Mona,Gutierrez,Mt. Shasta Union Elementary,2022,female
Nancy,Swift,Mt. Shasta Union Elementary,2022,female
Jessma,Evans,Mt. Shasta Union Elementary,2022,female
Mary,Motte,Mt.San Jacinto Community College,2014,female
Reinhardt,Ramas,Mt.Shasta Union Elementary,2014,male
Leslie,Cole,Mt.Shasta Union Elementary,2014,female
Chris,Marrone,Mt.Shasta Union Elementary,2014,male
Paul,Diffley,Murrieta Valley Unified,2012,male
Kenneth,Dickson,Murrieta Valley Unified,2012,male
Barbara,Muir,Murrieta Valley Unified,2012,female
Kris,Thomasian,Murrieta Valley Unified,2014,male
Robin,Crist,Murrieta Valley Unified,2014,female
Nicolas,Pardue,Murrieta Valley Unified,2022,male
Julie,Vandegrift,Murrieta Valley Unified,2022,female
Nancy,Young,Murrieta Valley Unified,2022,female
Kris,Thomasian,Murrita Valley Unified,2018,male
Linda,Lunn,Murrita Valley Unified,2018,female
Jennifer,Kresge,Napa County Office of Education,2012,female
Ann,Cash,Napa County Office of Education,2022,female
William,Blair,NAPA VALLEY COMMUNITY COLLEGE,2010,male
Joann,Busenbark,Napa Valley Community College,2012,female
William,Iverson,Napa Valley Community College,2014,male
E.,Martenson,Napa Valley Community College,2014,female
Rosaura,Segura,Napa Valley Community College,2016,female
Jennifer,Baker,Napa Valley Community College,2016,female
Jeff,Dodd,Napa Valley Community College,2018,male
William,Iverson,Napa Valley Community College,2018,male
Beth,Goff,Napa Valley Community College,2018,female
Icela,Martin,Napa Valley Unified,2016,female
Eve,Ryser,Napa Valley Unified,2020,female
Elba,Gonzalez-Mares,Napa Valley Unified,2022,female
Robin,Jankiewicz,Napa Valley Unified,2022,female
Julianna,Hart,Napa Valley Unified,2022,female
Rosalie,Alvarado,NATIONAL ELEMENTARY,2010,female
Elizabeth,Vazquez,NATIONAL ELEMENTARY,2010,female
Alma,Sarmiento,NATIONAL ELEMENTARY,2010,female
Barbara,Avalos,National Elementary,2012,female
Brian,Clapper,National Elementary,2012,female
Alma,Sarmiento,National Elementary,2014,female
Maria,Betancourt-Castaneda,National Elementary,2014,female
Maria,Dalla,National Elementary,2014,female
Barbara,Avalos,National Elementary,2016,female
Brian,Clapper,National Elementary,2016,female
Maria,Castaneda,National Elementary,2018,female
Alma,Sarmiento,National Elementary,2018,female
Maria,Dalla,National Elementary,2018,female
Rocina,Lizzarraga,National Elementary,2020,female
Michelle,Gates,National Elementary,2020,female
Barbara,Avalos,National Elementary,2022,female
Maria,Betancourt-Castañeda,National Elementary,2022,female
Alma,Sarmiento,National Elementary,2022,female
Lisa,Kaplan,NATOMAS UNIFIED,2010,female
Teri,Burns,NATOMAS UNIFIED,2010,female
Susan,Heredia,Natomas Unified,2012,female
Scott,Dosick,Natomas Unified,2012,male
Ryan,Herche,Natomas Unified,2012,female
Lisa,Kaplan,Natomas Unified,2014,female
Teri,Burns,Natomas Unified,2014,female
Micah,Grant,Natomas Unified,2016,female
Susan,Heredia,Natomas Unified,2016,female
Scott,Dosick,Natomas Unified,2016,male
Jag,Bains,Natomas Unified,2018,male
Lisa,Kaplan,Natomas Unified,2018,female
Ericka,Harden,Natomas Unified,2020,female
Susan,Heredia,Natomas Unified,2020,female
Micah,Grant,Natomas Unified,2020,female
Noel,Mora,Natomas Unified,2022,male
Cindy,Quiralte,Natomas Unified,2022,female
Scott,Dosick,Natomas Unified,2023,male
Christina,Cameron-Otero,Needles Unifed,2016,female
Marilyn,Mathews,Needles Unifed,2016,female
Robert,Smith,NEEDLES UNIFIED,2010,male
Ellen,McKee,NEEDLES UNIFIED,2010,female
Steven,Thomas,NEEDLES UNIFIED,2010,male
John,Lusk,Needles Unified,2014,male
Margot,McKee,Needles Unified,2014,female
Michael,Breaux,Needles Unified,2014,male
Trish,Gerving,Nevada City Elementary,2012,female
Paula,Campbell,Nevada City Elementary,2012,female
Ty,Conway,Nevada City Elementary,2020,male
Sandra,Barrington,Nevada City Elementary,2020,female
Trevor,Michael,NEVADA COUNTY OFFICE OF EDUCATION,2010,male
Marianne,Slade-Troutman,NEVADA COUNTY OFFICE OF EDUCATION,2010,female
Robert,Altieri,NEVADA COUNTY OFFICE OF EDUCATION,2010,male
Larry,Meek,Nevada County Office of Education,2014,male
Robert,Altieri,Nevada County Office of Education,2014,male
Marianne,Slade-Troutman,Nevada County Office of Education,2014,female
Michelle,Sexton,Nevada County Office of Education,2014,female
John,Meeks,Nevada County Office of Education,2016,male
Ashley,Neumann,Nevada County Office of Education,2016,female
Wendy,Baker,Nevada County Office of Education,2016,female
Heino,Nicolai,Nevada County Office of Education,2018,male
John,Meeks,Nevada County Office of Education,2018,male
Timothy,May,Nevada County Office of Education,2020,male
Louise,Johnson,Nevada County Office of Education,2020,female
Peggy,Fava,Nevada County Office of Education,2020,female
Susan,Clarabut,Nevada County Office of Education,2020,female
Julie,Baker,Nevada County Office of Education,2020,female
Jim,Adams,Nevada Joint Union High,2012,male
Katy,Schwarz,Nevada Joint Union High,2012,female
James,Hinman,Nevada Joint Union High,2014,male
Linda,Campbell,Nevada Joint Union High,2014,female
Al,Angulo,Nevada Joint Union High,2016,male
James,Drew,Nevada Joint Union High,2016,male
James,Hinman,Nevada Joint Union High,2018,male
Patricia,Seeley,Nevada Joint Union High,2018,female
DuWaine,Ganskie,Nevada Joint Union High,2020,female
Ken,Johnson,Nevada Joint Union High,2022,male
Olivia,Pritchett,Nevada Joint Union High,2022,female
Wendy,Willoughby,Nevada Joint Union High,2022,female
Linda,Canlas,NEW HAVEN UNIFIED,2010,female
Sarabjit,Cheema,NEW HAVEN UNIFIED,2010,female
Michael,Ritchie,New Haven Unified,2012,male
Jonas,Dino,New Haven Unified,2012,male
Michelle,Matthews,New Haven Unified,2012,female
Linda,Canlas,New Haven Unified,2014,female
Sarabjit,Cheema,New Haven Unified,2014,female
Jeff,Wang,New Haven Unified,2016,male
Lance,Nishihira,New Haven Unified,2016,male
Sharan,Kaur,New Haven Unified,2016,female
Linda,Canlas,New Haven Unified,2018,female
Sarabjit,Cheema,New Haven Unified,2018,female
Lance,Nishihira,New Haven Unified,2020,male
Melissa,Shuen-Mallory,New Haven Unified,2020,female
Michael,Gonzales,New Haven Unified,2020,male
Shruti,Kumar,New Haven Unified,2022,female
Charlie,Mensinger,NEWARK UNIFIED,2010,male
Nancy,Thomas,NEWARK UNIFIED,2010,female
Tom,Huynh,Newark Unified,2014,male
Nancy,Thomas,Newark Unified,2014,female
Elisa,Martinez,Newark Unified,2018,female
Nancy,Thomas,Newark Unified,2018,female
Bowen,Zhang,Newark Unified,2020,male
Phuong,Nguyen,Newark Unified,2020,female
Terrence,Grindall,Newark Unified,2020,male
Aiden,Hill,Newark Unified,2020,male
Katherine,Jones,Newark Unified,2022,female
Nancy,Thomas,Newark Unified,2022,female
Ken,Hansen,NEWCASTLE ELEMENTARY,2010,male
Sarah,Gillmore,NEWCASTLE ELEMENTARY,2010,female
Michael,Leydon,NEWCASTLE ELEMENTARY,2010,male
Jeff,Sevey,Newcastle Elementary,2016,male
Steven,Peck,Newcastle Elementary,2016,male
John,McCall,Newcastle Elementary,2022,male
Jacqueline,Lostritto,Newcastle Elementary,2022,female
Sarah,Gillmore,Newcastle Elementary,2022,female
Rachelle,Haddoak,Newhall,2022,female
Donna,Robert,Newhall,2022,female
Philip,"Ellis, Jr.",Newhall Elementary,2013,male
Christy,Smith,Newhall Elementary,2013,female
Brian,Walters,Newhall Elementary,2013,female
Donna,Rose,Newhall Elementary,2018,female
Antonio,"Rodriguez, Jr.",NEWLY UNIFIED,2010,male
Jim,Mattos,NEWLY UNIFIED,2010,male
Charles,Freitas,NEWLY UNIFIED,2010,male
Steven,Barra,NEWLY UNIFIED,2010,male
Frank,"Butterfield, Jr.",NEWLY UNIFIED,2010,male
Jim,Curtis,NEWLY UNIFIED,2010,male
Timothy,Bazar,Newman-Crows Landing Unified,2011,male
Janice,Conforti,Newman-Crows Landing Unified,2011,female
Paul,Wallace,Newman-Crows Landing Unified,2014,male
Paul,Wallace,Newman-Crows Landing Unified,2018,male
Janice,Conforti,Newman-Crows Landing Unified,2020,female
Frank,Rivas,Newman-Crows Landing Unified,2022,male
Don,"Cabral, Jr.",Newman-Crows Landing Unified,2022,male
Judy,Franco,NEWPORT - MESA UNIFIED,2010,female
Katrina,Foley,NEWPORT - MESA UNIFIED,2010,female
Walt,Davenport,Newport-Mesa Unified,2014,male
Vicki,Snell,Newport-Mesa Unified,2014,female
Charlene,Metoyer,Newport-Mesa Unified,2014,female
Martha,Fluour,Newport-Mesa Unified,2016,female
Vicki,Snell,Newport-Mesa Unified,2016,female
Dana,Black,Newport-Mesa Unified,2016,female
Charlene,Metoyer,Newport-Mesa Unified,2018,female
Karen,Yelsey,Newport-Mesa Unified,2018,female
Michelle,Barto,Newport-Mesa Unified,2018,female
Ashley,Anderson,Newport-Mesa Unified,2018,female
Leah,Ersoylu,Newport-Mesa Unified,2020,female
Krista,Weigand,Newport-Mesa Unified,2020,female
Carol,Crane,Newport-Mesa Unified,2020,female
Michelle,Barto,Newport-Mesa Unified,2022,female
Michelle,Murphy,Newport-Mesa Unified,2022,female
Lisa,Pearson,Newport-Mesa Unified,2022,female
Ashley,Anderson,Newport-Mesa Unified,2022,female
Holly,McArthur,Nicasio Elementary,2011,female
James,Bowles,Norris Elementary,2016,male
Christi,Dugas-Cramer,Norris Elementary,2016,female
Jeffrey,Stone,Norris Elementary,2018,male
Amanda,Frank,Norris Elementary,2018,female
Cynthia,Silver,Norris Elementary,2018,female
James,Bowles,Norris Elementary,2020,male
Sue,Dodgin,Norris Elementary,2020,female
Cindy,King,North County Joint Union,2014,female
Ted,Zanella,North County Joint Union,2014,male
Rodney,Bianchi,North County Joint Union,2014,male
Ted,Zanella,North County Joint Union,2018,male
Cindy,King,North County Joint Union,2018,female
Kevin,Butler,North Cow Creek Elementary,2016,male
Eileen,Travis,North Cow Creek Elementary,2016,female
James,Brimble,North Cow Creek Elementary,2018,male
Erika,Callegari,North Cow Creek Elementary,2018,female
Kimberley,Christofferson,North Cow Creek Elementary,2018,female
Gary,De Amaral,North Monterey County Unified,2011,male
Mike,Deckelmann,North Monterey County Unified,2011,male
Jennifer,Skidgel-Clarke,North Monterey County Unified,2011,female
Elizabeth,Samuels,North Monterey County Unified,2015,female
Kyle,Samuels,North Monterey County Unified,2017,male
Liz,Samuels,North Monterey County Unified,2020,female
Ricardo,"Diaz, Jr.",North Monterey County Unified,2022,male
Stephen,Blount,North Orange Co. Community College,2016,male
Ed,Lopez,North Orange Co. Community College,2016,male
Ryan,Bent,North Orange Co. Community College,2016,female
Jeffrey,Brown,NORTH ORANGE COUNTY COMMUNITY COLLEGE,2010,male
Barbara,Dunsheath,NORTH ORANGE COUNTY COMMUNITY COLLEGE,2010,female
Donna,Miller,NORTH ORANGE COUNTY COMMUNITY COLLEGE,2010,female
M.,Ontiveros,North Orange County Community College,2012,male
Jeffrey,Brown,North Orange County Community College,2018,male
Evangelina,Rosales,North Orange County Community College,2020,female
Jacqueline,Rodarte,North Orange County Community College,2020,female
Ryan,Bent,North Orange County Community College,2020,female
Jeffrey,Brown,North Orange County Community College,2022,male
Barbara,Dunsheath,North Orange County Community College,2022,female
Colleen,Toste,Northern Humboldt Union High,2013,female
Brian,Lovell,Northern Humboldt Union High,2013,female
Dana,Silvernale,Northern Humboldt Union High,2013,female
Cedric,"Aaron, Jr.",Northern Humboldt Union High,2020,male
Aristea,Saulsbury,Northern Humboldt Union High,2020,female
Jesus,Urquidi,Norwalk-La Mirada Unified,2011,male
Chris,Pflanzer,Norwalk-La Mirada Unified,2011,male
Karen,Morrison,Norwalk-La Mirada Unified,2011,female
Margarita,Rios,Norwalk-La Mirada Unified,2013,female
Ana,Valencia,Norwalk-La Mirada Unified,2013,female
Darryl,Adams,Norwalk-La Mirada Unified,2013,male
Sean,Reagan,Norwalk-La Mirada Unified,2013,female
Jesus,Urquidi,Norwalk-La Mirada unified,2015,male
Chris,Pflanzer,Norwalk-La Mirada unified,2015,male
Karen,Morrison,Norwalk-La Mirada unified,2015,female
Jorge,Tirado,Norwalk-La Mirada Unified,2018,male
Ana,Valencia,Norwalk-La Mirada Unified,2018,female
Jude,Cazares,Norwalk-La Mirada Unified,2018,female
Darryl,Adams,Norwalk-La Mirada Unified,2018,male
Jose,Rios,Norwalk-La Mirada Unified,2020,male
Christopher,Staples,Norwalk-La Mirada Unified,2020,male
Karen,Morrison,Norwalk-La Mirada Unified,2020,female
Roberto,Cancio,Norwalk-La Mirada Unified,2021,male
Narcis,Brasov,Norwalk-La Mirada Unified,2021,male
Lorena,Vidaurre,Norwalk-La Mirada Unified,2022,female
Norma,Amezcua,Norwalk-La Mirada Unified,2022,female
Roberto,Cancio,Norwalk-La Mirada Unified,2022,male
Narcis,Brasov,Norwalk-La Mirada Unified,2022,male
Ross,Millerick,Novato Unified,2011,male
Tom,Cooper,Novato Unified,2011,male
Cindi,Clinton,Novato Unified,2011,female
Deborah,Butler,Novato Unified,2011,female
Shelly,Scott,Novato Unified,2013,female
Maria,Aguila,Novato Unified,2013,female
Derek,Knell,Novato Unified,2013,male
Debbie,Butler,Novato Unified,2015,female
Gregory,Mack,Novato Unified,2015,male
Ross,Millerick,Novato Unified,2015,male
Tom,Cooper,Novato Unified,2015,male
Maria,Aguila,Novato Unified,2018,female
Derek,Knell,Novato Unified,2018,male
Diane,Gasson,Novato Unified,2018,female
Julie,Jacobson,Novato Unified,2020,female
Abbey,Picus,Novato Unified,2022,female
Bethany,Schmidl,Nuestro Elementary,2022,female
Emily,Morton,Nuestro Elementary,2022,female
Ken,French,Nuview Union,2022,male
Abel,Chavez,Nuview Union,2022,male
Douglas,Frey,Nuview Union,2022,male
Shari,Lauda,NUVIEW UNION ELEMENTARY,2010,female
Robert,McGinty,NUVIEW UNION ELEMENTARY,2010,male
David,McCabe,NUVIEW UNION ELEMENTARY,2010,male
Samir,Tehseldar,Nuview Union Elementary,2012,male
Christine,Upton,Nuview Union Elementary,2012,female
David,McCabe,Nuview Union Elementary,2014,male
Edward,Repucci,Nuview Union Elementary,2014,male
Robert,McGinty,Nuview Union Elementary,2014,male
Ken,French,Nuview Union Elementary,2018,male
Jamie,Sanchez,Nuview Union Elementary,2018,female
Doug,Fey,Nuview Union Elementary,2018,male
Ed,Repucci,Nuview Union Elementary,2020,male
Robert,McGinty,Nuview Union Elementary,2020,male
Dennis,Hawkins,OAK GROVE ELEMENTARY,2010,male
Dennis,Hawkins,Oak Grove Elementary,2014,male
John,Mackey,Oak Grove Elementary,2016,male
Mary,Noel,Oak Grove Elementary,2016,female
Jorge,"Pacheco, Jr.",Oak Grove Elementary,2018,male
Tami,Morre,Oak Grove Elementary,2018,female
Brian,Lobue,Oak Grove Elementary,2018,female
Beija,Gonzalez,Oak Grove Elementary,2020,female
Carla,Hernandez,Oak Grove Elementary,2020,female
Taunya,Jaco,Oak Grove Elementary,2022,female
Matt,O'Donnell,Oak Grove Union Elementary,2012,male
Terri,Thiessen,Oak Grove Union Elementary,2012,female
Matthew,Schondel,Oak Grove Union Elementary,2014,male
Ted,Young,Oak Grove Union Elementary,2014,male
Torrey,Olson,Oak Grove Union Elementary,2014,male
Gregory,Holder,Oak Grove Union Elementary,2018,male
Torrey,Olson,Oak Grove Union Elementary,2018,male
Joe,Horak,Oak Grove Union Elementary,2018,male
Erin,Lagourgue,Oak Grove Union Elementary,2020,female
Hannah,Kallok,Oak Grove Union Elementary,2020,female
Lesley,Jones,Oak Grove Union Elementary,2020,female
Allen,Rosen,OAK PARK UNIFIED,2010,male
Mary,Pallant,OAK PARK UNIFIED,2010,female
Marie,Panec,OAK PARK UNIFIED,2010,female
Drew,Hazelton,Oak Park Unified,2014,male
